codigo_dane_departamento,departamento,codigo_dane_municipio,municipio,desagregacion_cultivo,cultivo,ciclo_del_cultivo,grupo_cultivo,subgrupo,ano,periodo,area_sembrada_ha,area_cosechada_ha,produccion_t,rendimiento_t_ha,nombre_cientifico_del_cultivo,codigo_del_cultivo,estado_fisico_del_cultivo
76,Valle del Cauca,76001,Santiago de Cali,Acelga,Acelga,Transitorio,Hortalizas,Hortalizas de hoja,2019,2019A,3.0,3.0,12.0,4.0,Beta vulgaris var. cicla,1050100,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Acelga,Acelga,Transitorio,Hortalizas,Hortalizas de hoja,2019,2019B,4.0,4.0,16.0,4.0,Beta vulgaris var. cicla,1050100,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Acelga,Acelga,Transitorio,Hortalizas,Hortalizas de hoja,2020,2020A,3.0,3.0,12.0,4.0,Beta vulgaris var. cicla,1050100,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Acelga,Acelga,Transitorio,Hortalizas,Hortalizas de hoja,2020,2020B,2.5,2.5,10.0,4.0,Beta vulgaris var. cicla,1050100,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Acelga,Acelga,Transitorio,Hortalizas,Hortalizas de hoja,2021,2021A,3.0,3.0,12.0,4.0,Beta vulgaris var. cicla,1050100,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Acelga,Acelga,Transitorio,Hortalizas,Hortalizas de hoja,2021,2021B,2.0,2.0,8.0,4.0,Beta vulgaris var. cicla,1050100,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Acelga,Acelga,Transitorio,Hortalizas,Hortalizas de hoja,2022,2022A,3.0,3.0,9.0,3.0,Beta vulgaris var. cicla,1050100,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Acelga,Acelga,Transitorio,Hortalizas,Hortalizas de hoja,2022,2022B,2.0,2.0,6.0,3.0,Beta vulgaris var. cicla,1050100,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Acelga,Acelga,Transitorio,Hortalizas,Hortalizas de hoja,2023,2023A,3.0,3.0,9.0,3.0,Beta vulgaris var. cicla,1050100,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Acelga,Acelga,Transitorio,Hortalizas,Hortalizas de hoja,2023,2023B,3.0,3.0,9.0,3.0,Beta vulgaris var. cicla,1050100,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Acelga,Acelga,Transitorio,Hortalizas,Hortalizas de hoja,2024,2024A,3.0,3.0,9.0,3.0,Beta vulgaris var. cicla,1050100,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Acelga,Acelga,Transitorio,Hortalizas,Hortalizas de hoja,2024,2024B,3.0,3.0,9.0,3.0,Beta vulgaris var. cicla,1050100,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Aguacate demás variedades,Aguacate,Permanente,Frutales,Demás frutales,2019,2019,12.0,5.0,30.0,6.0,Persea americana,2040299,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Aguacate demás variedades,Aguacate,Permanente,Frutales,Demás frutales,2020,2020,12.0,12.0,72.0,6.0,Persea americana,2040299,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Aguacate demás variedades,Aguacate,Permanente,Frutales,Demás frutales,2021,2021,12.0,12.0,72.0,6.0,Persea americana,2040299,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Aguacate demás variedades,Aguacate,Permanente,Frutales,Demás frutales,2022,2022,12.0,12.0,72.0,6.0,Persea americana,2040299,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Aguacate demás variedades,Aguacate,Permanente,Frutales,Demás frutales,2023,2023,12.0,12.0,72.0,6.0,Persea americana,2040299,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Aguacate demás variedades,Aguacate,Permanente,Frutales,Demás frutales,2024,2024,12.0,12.0,72.0,6.0,Persea americana,2040299,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Ahuyama,Ahuyama,Transitorio,Hortalizas,Hortalizas de fruto,2019,2019A,6.0,6.0,36.0,6.0,Cucurbita maxima,1050200,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Ahuyama,Ahuyama,Transitorio,Hortalizas,Hortalizas de fruto,2019,2019B,4.0,4.0,24.0,6.0,Cucurbita maxima,1050200,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Ahuyama,Ahuyama,Transitorio,Hortalizas,Hortalizas de fruto,2020,2020A,2.0,2.0,12.0,6.0,Cucurbita maxima,1050200,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Ahuyama,Ahuyama,Transitorio,Hortalizas,Hortalizas de fruto,2020,2020B,2.0,2.0,12.0,6.0,Cucurbita maxima,1050200,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Ahuyama,Ahuyama,Transitorio,Hortalizas,Hortalizas de fruto,2021,2021A,3.0,3.0,18.0,6.0,Cucurbita maxima,1050200,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Ahuyama,Ahuyama,Transitorio,Hortalizas,Hortalizas de fruto,2021,2021B,3.0,3.0,18.0,6.0,Cucurbita maxima,1050200,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Ahuyama,Ahuyama,Transitorio,Hortalizas,Hortalizas de fruto,2022,2022A,3.0,3.0,18.0,6.0,Cucurbita maxima,1050200,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Ahuyama,Ahuyama,Transitorio,Hortalizas,Hortalizas de fruto,2022,2022B,2.0,2.0,12.0,6.0,Cucurbita maxima,1050200,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Ahuyama,Ahuyama,Transitorio,Hortalizas,Hortalizas de fruto,2023,2023A,4.0,4.0,24.0,6.0,Cucurbita maxima,1050200,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Ahuyama,Ahuyama,Transitorio,Hortalizas,Hortalizas de fruto,2023,2023B,4.0,4.0,24.0,6.0,Cucurbita maxima,1050200,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Ahuyama,Ahuyama,Transitorio,Hortalizas,Hortalizas de fruto,2024,2024A,4.0,4.0,24.0,6.0,Cucurbita maxima,1050200,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Ahuyama,Ahuyama,Transitorio,Hortalizas,Hortalizas de fruto,2024,2024B,4.0,4.0,24.0,6.0,Cucurbita maxima,1050200,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Ají,Ají,Transitorio,Hortalizas,Hortalizas de fruto,2020,2020A,2.0,2.0,4.0,2.0,Capsicum L.,1050300,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Ají,Ají,Transitorio,Hortalizas,Hortalizas de fruto,2020,2020B,2.0,2.0,4.0,2.0,Capsicum L.,1050300,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Ají,Ají,Transitorio,Hortalizas,Hortalizas de fruto,2021,2021A,2.0,2.0,8.0,4.0,Capsicum L.,1050300,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Ají,Ají,Transitorio,Hortalizas,Hortalizas de fruto,2021,2021B,2.0,2.0,8.0,4.0,Capsicum L.,1050300,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Ají,Ají,Transitorio,Hortalizas,Hortalizas de fruto,2022,2022A,3.0,3.0,12.0,4.0,Capsicum L.,1050300,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Ají,Ají,Transitorio,Hortalizas,Hortalizas de fruto,2022,2022B,2.0,2.0,8.0,4.0,Capsicum L.,1050300,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Ají,Ají,Transitorio,Hortalizas,Hortalizas de fruto,2023,2023A,4.0,4.0,16.0,4.0,Capsicum L.,1050300,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Ají,Ají,Transitorio,Hortalizas,Hortalizas de fruto,2023,2023B,4.0,4.0,16.0,4.0,Capsicum L.,1050300,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Ají,Ají,Transitorio,Hortalizas,Hortalizas de fruto,2024,2024A,4.0,4.0,16.0,4.0,Capsicum L.,1050300,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Ají,Ají,Transitorio,Hortalizas,Hortalizas de fruto,2024,2024B,4.0,4.0,16.0,4.0,Capsicum L.,1050300,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Arveja,Arveja,Transitorio,Leguminosas,Leguminosas,2019,2019A,7.0,7.0,7.0,1.0,Pisum sativum,1060100,Grano
76,Valle del Cauca,76001,Santiago de Cali,Arveja,Arveja,Transitorio,Leguminosas,Leguminosas,2019,2019B,5.0,5.0,5.0,1.0,Pisum sativum,1060100,Grano
76,Valle del Cauca,76001,Santiago de Cali,Arveja,Arveja,Transitorio,Leguminosas,Leguminosas,2020,2020A,7.0,7.0,9.81,1.4,Pisum sativum,1060100,Grano
76,Valle del Cauca,76001,Santiago de Cali,Arveja,Arveja,Transitorio,Leguminosas,Leguminosas,2020,2020B,6.0,6.0,8.41,1.4,Pisum sativum,1060100,Grano
76,Valle del Cauca,76001,Santiago de Cali,Arveja,Arveja,Transitorio,Leguminosas,Leguminosas,2021,2021A,8.0,8.0,8.0,1.0,Pisum sativum,1060100,Grano
76,Valle del Cauca,76001,Santiago de Cali,Arveja,Arveja,Transitorio,Leguminosas,Leguminosas,2021,2021B,8.0,8.0,8.0,1.0,Pisum sativum,1060100,Grano
76,Valle del Cauca,76001,Santiago de Cali,Arveja,Arveja,Transitorio,Leguminosas,Leguminosas,2022,2022A,7.0,7.0,7.0,1.0,Pisum sativum,1060100,Grano
76,Valle del Cauca,76001,Santiago de Cali,Arveja,Arveja,Transitorio,Leguminosas,Leguminosas,2022,2022B,9.0,9.0,9.0,1.0,Pisum sativum,1060100,Grano
76,Valle del Cauca,76001,Santiago de Cali,Arveja,Arveja,Transitorio,Leguminosas,Leguminosas,2023,2023A,8.0,8.0,8.0,1.0,Pisum sativum,1060100,Grano
76,Valle del Cauca,76001,Santiago de Cali,Arveja,Arveja,Transitorio,Leguminosas,Leguminosas,2023,2023B,8.0,8.0,8.0,1.0,Pisum sativum,1060100,Grano
76,Valle del Cauca,76001,Santiago de Cali,Arveja,Arveja,Transitorio,Leguminosas,Leguminosas,2024,2024A,8.0,8.0,8.0,1.0,Pisum sativum,1060100,Grano
76,Valle del Cauca,76001,Santiago de Cali,Arveja,Arveja,Transitorio,Leguminosas,Leguminosas,2024,2024B,8.0,8.0,8.0,1.0,Pisum sativum,1060100,Grano
76,Valle del Cauca,76001,Santiago de Cali,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,646.0,576.0,726.0,1.26,Coffea arabica,2030300,Pergamino o seco de trilla
76,Valle del Cauca,76001,Santiago de Cali,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,646.0,576.0,672.0,1.17,Coffea arabica,2030300,Pergamino o seco de trilla
76,Valle del Cauca,76001,Santiago de Cali,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,657.13,586.79,533.98,0.91,Coffea arabica,2030300,Pergamino o seco de trilla
76,Valle del Cauca,76001,Santiago de Cali,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,663.64,602.73,496.16,0.82,Coffea arabica,2030300,Pergamino o seco de trilla
76,Valle del Cauca,76001,Santiago de Cali,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,645.11,596.64,576.41,0.97,Coffea arabica,2030300,Pergamino o seco de trilla
76,Valle del Cauca,76001,Santiago de Cali,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2024,2024,635.34,583.06,700.02,1.2,Coffea arabica,2030300,Pergamino o seco de trilla
76,Valle del Cauca,76001,Santiago de Cali,Caña de azúcar,Caña,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,4650.0,4650.0,465000.0,100.0,Saccharum officinarum,2030401,Caña o verde
76,Valle del Cauca,76001,Santiago de Cali,Caña de azúcar,Caña,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,4650.0,4650.0,465000.0,100.0,Saccharum officinarum,2030401,Caña o verde
76,Valle del Cauca,76001,Santiago de Cali,Caña de azúcar,Caña,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,4650.0,4650.0,464953.5,99.99,Saccharum officinarum,2030401,Caña o verde
76,Valle del Cauca,76001,Santiago de Cali,Caña de azúcar,Caña,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,4650.0,4650.0,465000.0,100.0,Saccharum officinarum,2030401,Caña o verde
76,Valle del Cauca,76001,Santiago de Cali,Caña de azúcar,Caña,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,4650.0,4650.0,465000.0,100.0,Saccharum officinarum,2030401,Caña o verde
76,Valle del Cauca,76001,Santiago de Cali,Caña de azúcar,Caña,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2024,2024,4650.0,4650.0,465000.0,100.0,Saccharum officinarum,2030401,Caña o verde
76,Valle del Cauca,76001,Santiago de Cali,Cebolla de rama,Cebolla de rama,Transitorio,Hortalizas,Hortalizas de tallo,2019,2019A,1.0,1.0,7.0,7.0,Allium fistulosum,1051200,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Cebolla de rama,Cebolla de rama,Transitorio,Hortalizas,Hortalizas de tallo,2020,2020A,1.0,1.0,7.0,7.0,Allium fistulosum,1051200,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Cebolla de rama,Cebolla de rama,Transitorio,Hortalizas,Hortalizas de tallo,2020,2020B,1.0,1.0,7.0,7.0,Allium fistulosum,1051200,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Cebolla de rama,Cebolla de rama,Transitorio,Hortalizas,Hortalizas de tallo,2021,2021A,1.0,1.0,7.0,7.0,Allium fistulosum,1051200,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Cebolla de rama,Cebolla de rama,Transitorio,Hortalizas,Hortalizas de tallo,2021,2021B,1.0,1.0,7.0,7.0,Allium fistulosum,1051200,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Cebolla de rama,Cebolla de rama,Transitorio,Hortalizas,Hortalizas de tallo,2022,2022A,1.0,1.0,7.0,7.0,Allium fistulosum,1051200,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Cebolla de rama,Cebolla de rama,Transitorio,Hortalizas,Hortalizas de tallo,2022,2022B,1.0,1.0,7.0,7.0,Allium fistulosum,1051200,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Cebolla de rama,Cebolla de rama,Transitorio,Hortalizas,Hortalizas de tallo,2023,2023A,2.0,2.0,14.0,7.0,Allium fistulosum,1051200,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Cebolla de rama,Cebolla de rama,Transitorio,Hortalizas,Hortalizas de tallo,2023,2023B,2.0,2.0,14.0,7.0,Allium fistulosum,1051200,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Cebolla de rama,Cebolla de rama,Transitorio,Hortalizas,Hortalizas de tallo,2024,2024A,3.0,3.0,21.0,7.0,Allium fistulosum,1051200,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Cebolla de rama,Cebolla de rama,Transitorio,Hortalizas,Hortalizas de tallo,2024,2024B,3.0,3.0,21.0,7.0,Allium fistulosum,1051200,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Cilantro,Cilantro,Transitorio,Hortalizas,Hortalizas de hoja,2019,2019A,15.0,15.0,60.0,4.0,Coriandrum sativum,1051300,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Cilantro,Cilantro,Transitorio,Hortalizas,Hortalizas de hoja,2019,2019B,15.0,15.0,60.0,4.0,Coriandrum sativum,1051300,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Cilantro,Cilantro,Transitorio,Hortalizas,Hortalizas de hoja,2020,2020A,10.0,10.0,40.0,4.0,Coriandrum sativum,1051300,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Cilantro,Cilantro,Transitorio,Hortalizas,Hortalizas de hoja,2020,2020B,9.0,9.0,36.0,4.0,Coriandrum sativum,1051300,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Cilantro,Cilantro,Transitorio,Hortalizas,Hortalizas de hoja,2021,2021A,8.0,8.0,32.0,4.0,Coriandrum sativum,1051300,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Cilantro,Cilantro,Transitorio,Hortalizas,Hortalizas de hoja,2021,2021B,8.0,8.0,32.0,4.0,Coriandrum sativum,1051300,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Cilantro,Cilantro,Transitorio,Hortalizas,Hortalizas de hoja,2022,2022A,9.0,9.0,36.0,4.0,Coriandrum sativum,1051300,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Cilantro,Cilantro,Transitorio,Hortalizas,Hortalizas de hoja,2022,2022B,7.0,7.0,28.0,4.0,Coriandrum sativum,1051300,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Cilantro,Cilantro,Transitorio,Hortalizas,Hortalizas de hoja,2023,2023A,11.0,11.0,44.0,4.0,Coriandrum sativum,1051300,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Cilantro,Cilantro,Transitorio,Hortalizas,Hortalizas de hoja,2023,2023B,11.0,11.0,44.0,4.0,Coriandrum sativum,1051300,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Cilantro,Cilantro,Transitorio,Hortalizas,Hortalizas de hoja,2024,2024A,12.0,12.0,48.0,4.0,Coriandrum sativum,1051300,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Cilantro,Cilantro,Transitorio,Hortalizas,Hortalizas de hoja,2024,2024B,12.0,12.0,48.0,4.0,Coriandrum sativum,1051300,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Frijol,Frijol,Transitorio,Leguminosas,Leguminosas,2019,2019A,20.0,20.0,20.0,1.0,Phaseolus vulgaris,1060200,Grano seco
76,Valle del Cauca,76001,Santiago de Cali,Frijol,Frijol,Transitorio,Leguminosas,Leguminosas,2019,2019B,20.0,20.0,20.0,1.0,Phaseolus vulgaris,1060200,Grano seco
76,Valle del Cauca,76001,Santiago de Cali,Frijol,Frijol,Transitorio,Leguminosas,Leguminosas,2020,2020A,18.0,18.0,18.0,1.0,Phaseolus vulgaris,1060200,Grano seco
76,Valle del Cauca,76001,Santiago de Cali,Frijol,Frijol,Transitorio,Leguminosas,Leguminosas,2020,2020B,17.0,17.0,17.0,1.0,Phaseolus vulgaris,1060200,Grano seco
76,Valle del Cauca,76001,Santiago de Cali,Frijol,Frijol,Transitorio,Leguminosas,Leguminosas,2021,2021A,19.0,19.0,19.0,1.0,Phaseolus vulgaris,1060200,Grano seco
76,Valle del Cauca,76001,Santiago de Cali,Frijol,Frijol,Transitorio,Leguminosas,Leguminosas,2021,2021B,20.0,20.0,20.0,1.0,Phaseolus vulgaris,1060200,Grano seco
76,Valle del Cauca,76001,Santiago de Cali,Frijol,Frijol,Transitorio,Leguminosas,Leguminosas,2022,2022A,20.0,20.0,13.99,0.7,Phaseolus vulgaris,1060200,Grano seco
76,Valle del Cauca,76001,Santiago de Cali,Frijol,Frijol,Transitorio,Leguminosas,Leguminosas,2022,2022B,22.0,22.0,22.0,1.0,Phaseolus vulgaris,1060200,Grano seco
76,Valle del Cauca,76001,Santiago de Cali,Frijol,Frijol,Transitorio,Leguminosas,Leguminosas,2023,2023A,20.0,20.0,41.96,2.1,Phaseolus vulgaris,1060200,Grano seco
76,Valle del Cauca,76001,Santiago de Cali,Frijol,Frijol,Transitorio,Leguminosas,Leguminosas,2023,2023B,20.0,20.0,41.96,2.1,Phaseolus vulgaris,1060200,Grano seco
76,Valle del Cauca,76001,Santiago de Cali,Frijol,Frijol,Transitorio,Leguminosas,Leguminosas,2024,2024A,20.0,20.0,41.96,2.1,Phaseolus vulgaris,1060200,Grano seco
76,Valle del Cauca,76001,Santiago de Cali,Frijol,Frijol,Transitorio,Leguminosas,Leguminosas,2024,2024B,20.0,20.0,41.96,2.1,Phaseolus vulgaris,1060200,Grano seco
76,Valle del Cauca,76001,Santiago de Cali,Guanábana,Guanábana,Permanente,Frutales,Anonáceas,2019,2019,3.0,0.0,0.0,0.0,Annona muricata,2042900,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Guayaba,Guayaba,Permanente,Frutales,Mirtáceas,2019,2019,12.0,12.0,108.0,9.0,Psidium guajava,2043000,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Guayaba,Guayaba,Permanente,Frutales,Mirtáceas,2020,2020,12.0,12.0,108.0,9.0,Psidium guajava,2043000,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Guayaba,Guayaba,Permanente,Frutales,Mirtáceas,2021,2021,12.0,12.0,108.0,9.0,Psidium guajava,2043000,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Guayaba,Guayaba,Permanente,Frutales,Mirtáceas,2022,2022,12.0,12.0,72.0,6.0,Psidium guajava,2043000,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Guayaba,Guayaba,Permanente,Frutales,Mirtáceas,2023,2023,12.0,12.0,72.0,6.0,Psidium guajava,2043000,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Guayaba,Guayaba,Permanente,Frutales,Mirtáceas,2024,2024,12.0,12.0,72.0,6.0,Psidium guajava,2043000,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Habichuela,Habichuela,Transitorio,Leguminosas,Leguminosas,2020,2020A,6.0,6.0,36.0,6.0,Phaseolus vulgaris ‘habichuela’,1060600,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Habichuela,Habichuela,Transitorio,Leguminosas,Leguminosas,2020,2020B,5.0,5.0,30.0,6.0,Phaseolus vulgaris ‘habichuela’,1060600,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Habichuela,Habichuela,Transitorio,Leguminosas,Leguminosas,2021,2021A,6.0,6.0,18.0,3.0,Phaseolus vulgaris ‘habichuela’,1060600,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Habichuela,Habichuela,Transitorio,Leguminosas,Leguminosas,2021,2021B,5.0,5.0,15.0,3.0,Phaseolus vulgaris ‘habichuela’,1060600,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Habichuela,Habichuela,Transitorio,Leguminosas,Leguminosas,2022,2022A,6.0,6.0,30.0,5.0,Phaseolus vulgaris ‘habichuela’,1060600,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Habichuela,Habichuela,Transitorio,Leguminosas,Leguminosas,2022,2022B,5.0,5.0,25.0,5.0,Phaseolus vulgaris ‘habichuela’,1060600,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Habichuela,Habichuela,Transitorio,Leguminosas,Leguminosas,2023,2023A,6.0,6.0,30.0,5.0,Phaseolus vulgaris ‘habichuela’,1060600,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Habichuela,Habichuela,Transitorio,Leguminosas,Leguminosas,2023,2023B,6.0,6.0,30.0,5.0,Phaseolus vulgaris ‘habichuela’,1060600,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Habichuela,Habichuela,Transitorio,Leguminosas,Leguminosas,2024,2024A,6.0,6.0,30.0,5.0,Phaseolus vulgaris ‘habichuela’,1060600,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Habichuela,Habichuela,Transitorio,Leguminosas,Leguminosas,2024,2024B,6.0,6.0,30.0,5.0,Phaseolus vulgaris ‘habichuela’,1060600,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Lechuga,Lechuga,Transitorio,Hortalizas,Hortalizas de hoja,2019,2019A,10.0,10.0,90.0,9.0,Lactuca sativa,1051900,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Lechuga,Lechuga,Transitorio,Hortalizas,Hortalizas de hoja,2019,2019B,10.0,10.0,90.0,9.0,Lactuca sativa,1051900,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Lechuga,Lechuga,Transitorio,Hortalizas,Hortalizas de hoja,2020,2020A,10.0,10.0,90.0,9.0,Lactuca sativa,1051900,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Lechuga,Lechuga,Transitorio,Hortalizas,Hortalizas de hoja,2020,2020B,10.0,10.0,90.0,9.0,Lactuca sativa,1051900,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Lechuga,Lechuga,Transitorio,Hortalizas,Hortalizas de hoja,2021,2021A,10.0,10.0,90.0,9.0,Lactuca sativa,1051900,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Lechuga,Lechuga,Transitorio,Hortalizas,Hortalizas de hoja,2021,2021B,9.0,9.0,81.0,9.0,Lactuca sativa,1051900,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Lechuga,Lechuga,Transitorio,Hortalizas,Hortalizas de hoja,2022,2022A,10.0,10.0,90.0,9.0,Lactuca sativa,1051900,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Lechuga,Lechuga,Transitorio,Hortalizas,Hortalizas de hoja,2022,2022B,8.0,8.0,72.0,9.0,Lactuca sativa,1051900,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Lechuga,Lechuga,Transitorio,Hortalizas,Hortalizas de hoja,2023,2023A,10.0,10.0,90.0,9.0,Lactuca sativa,1051900,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Lechuga,Lechuga,Transitorio,Hortalizas,Hortalizas de hoja,2023,2023B,10.0,10.0,90.0,9.0,Lactuca sativa,1051900,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Lechuga,Lechuga,Transitorio,Hortalizas,Hortalizas de hoja,2024,2024A,10.0,10.0,90.0,9.0,Lactuca sativa,1051900,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Lechuga,Lechuga,Transitorio,Hortalizas,Hortalizas de hoja,2024,2024B,10.0,10.0,90.0,9.0,Lactuca sativa,1051900,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Lima,Lima,Permanente,Frutales,Cítricos,2020,2020,10.0,10.0,150.0,15.0,Citrus limetta Risso & Porteau,2043500,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Limón Tahití,Limón,Permanente,Frutales,Cítricos,2021,2021,10.0,10.0,100.0,10.0,Citrus limon,2043603,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Limón Tahití,Limón,Permanente,Frutales,Cítricos,2022,2022,10.0,10.0,100.0,10.0,Citrus limon,2043603,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Limón Tahití,Limón,Permanente,Frutales,Cítricos,2023,2023,10.0,10.0,100.0,10.0,Citrus limon,2043603,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Limón Tahití,Limón,Permanente,Frutales,Cítricos,2024,2024,11.0,10.0,100.0,10.0,Citrus limon,2043603,En fresco
76,Valle del Cauca,76001,Santiago de Cali,Maíz amarillo tradicional,Maíz,Transitorio,Cereales,Cereales,2021,2021A,4.0,4.0,12.0,3.0,Zea mays,1010402,Grano seco
76,Valle del Cauca,76001,Santiago de Cali,Maíz amarillo tradicional,Maíz,Transitorio,Cereales,Cereales,2021,2021B,3.0,3.0,9.0,3.0,Zea mays,1010402,Grano seco
76,Valle del Cauca,76001,Santiago de Cali,Maíz amarillo tradicional,Maíz,Transitorio,Cereales,Cereales,2022,2022A,5.0,5.0,5.0,1.0,Zea mays,1010402,Grano seco
76,Valle del Cauca,76001,Santiago de Cali,Maíz amarillo tradicional,Maíz,Transitorio,Cereales,Cereales,2022,2022B,4.0,4.0,4.0,1.0,Zea mays,1010402,Grano seco
