municipio,ano,ndvi_mean,n_imagenes,error,area_cosechada_eva,produccion_eva,area_cana,coherencia,vv_db,vh_db,n_img_radar,coherencia_final,fuente
Versalles,2024,0.6450097933590732,25,,3249.3899999999994,56408.62,433.0,✅ Coherente,,,,✅ Coherente,Optico
Versalles,2025,0.6139903979694689,20,,3244.0999999999995,57325.61,428.0,✅ Coherente,,,,✅ Coherente,Optico
Vijes,2019,0.6249144709061619,5,,1662.3,46786.2,165.0,✅ Coherente,,,,✅ Coherente,Optico
Vijes,2020,,3,Nublado,1659.0,48327.39000000001,185.0,Sin datos satelitales,-9.13,-15.3,83.0,✅ Coherente (radar),Radar
Vijes,2021,,4,Nublado,1669.29,49361.86,193.0,Sin datos satelitales,-8.82,-15.05,72.0,✅ Coherente (radar),Radar
Vijes,2022,,1,Nublado,1692.07,49693.31,204.0,Sin datos satelitales,-8.91,-15.08,30.0,✅ Coherente (radar),Radar
Vijes,2023,,2,Nublado,1745.71,53323.05,264.0,Sin datos satelitales,-8.98,-15.14,31.0,✅ Coherente (radar),Radar
Vijes,2024,,1,Nublado,2023.05,62941.880000000005,265.0,Sin datos satelitales,-9.09,-15.28,31.0,✅ Coherente (radar),Radar
Vijes,2025,,0,Nublado,2050.83,66751.7,265.0,Sin datos satelitales,-8.92,-15.11,80.0,✅ Coherente (radar),Radar
Yotoco,2019,0.634851438802626,5,,4861.2,327002.25,2608.0,✅ Coherente,,,,✅ Coherente,Optico
Yotoco,2020,,3,Nublado,5217.5,367901.68,2958.0,Sin datos satelitales,-9.13,-15.43,113.0,✅ Coherente (radar),Radar
Yotoco,2021,,3,Nublado,5211.700000000001,375890.78,2958.0,Sin datos satelitales,-9.02,-15.33,101.0,✅ Coherente (radar),Radar
Yotoco,2022,,1,Nublado,5120.51,373909.21,2958.0,Sin datos satelitales,-9.06,-15.28,56.0,✅ Coherente (radar),Radar
Yotoco,2023,,2,Nublado,5062.280000000001,373809.01,2958.0,Sin datos satelitales,-9.18,-15.38,62.0,✅ Coherente (radar),Radar
Yotoco,2024,,1,Nublado,5280.65,402786.57,3208.0,Sin datos satelitales,-9.08,-15.35,61.0,✅ Coherente (radar),Radar
Yotoco,2025,,0,Nublado,5252.01,338963.31999999995,3228.0,Sin datos satelitales,-9.09,-15.42,122.0,✅ Coherente (radar),Radar
Yumbo,2019,0.5574550528101296,16,,2771.2700000000004,222412.28,1788.1,✅ Coherente,,,,✅ Coherente,Optico
Yumbo,2020,0.4639791720782383,14,,2919.81,272994.47,2233.2,✅ Coherente,,,,✅ Coherente,Optico
Yumbo,2021,0.4653478672486586,12,,2723.73,254173.67,2063.5,✅ Coherente,,,,✅ Coherente,Optico
Yumbo,2022,0.4321068213655243,6,,2712.44,281474.82,2013.5,✅ Coherente,,,,✅ Coherente,Optico
Yumbo,2023,0.5103926649349771,9,,2606.74,254669.66,1804.0,✅ Coherente,,,,✅ Coherente,Optico
Yumbo,2024,0.4895159410485958,12,,2571.23,248012.6,1801.5,✅ Coherente,,,,✅ Coherente,Optico
Yumbo,2025,,4,Nublado,2597.55,248589.92,1801.5,Sin datos satelitales,-8.61,-15.21,68.0,✅ Coherente (radar),Radar
Zarzal,2019,0.6206850211829587,28,,11561.64,1256389.35,10872.0,✅ Coherente (Alto NDVI / Alta Area),,,,✅ Coherente (Alto NDVI / Alta Area),Optico
Zarzal,2020,0.6222289859811697,34,,11467.64,1254448.58,10868.26,✅ Coherente (Alto NDVI / Alta Area),,,,✅ Coherente (Alto NDVI / Alta Area),Optico
Zarzal,2021,0.6413922177461703,22,,11105.039999999995,1245918.18,10525.0,✅ Coherente (Alto NDVI / Alta Area),,,,✅ Coherente (Alto NDVI / Alta Area),Optico
Zarzal,2022,0.6312657313840018,20,,7386.69,823003.79,6825.0,✅ Coherente (Alto NDVI / Alta Area),,,,✅ Coherente (Alto NDVI / Alta Area),Optico
Zarzal,2023,0.6308897454740126,20,,9688.31,1097244.87,9112.0,✅ Coherente (Alto NDVI / Alta Area),,,,✅ Coherente (Alto NDVI / Alta Area),Optico
Zarzal,2024,0.5898371751724082,31,,17716.110000000004,2099803.97,17444.0,✅ Coherente,,,,✅ Coherente,Optico
Zarzal,2025,0.6712480214145936,23,,17973.37,2129868.41,17694.0,✅ Coherente (Alto NDVI / Alta Area),,,,✅ Coherente (Alto NDVI / Alta Area),Optico
