cultivo,ciclo,h,anio,series_total,series_pronosticadas,observado_2025_t,referencia_naive_t,pron_central_t,pi80_lo,pi80_hi,pi95_lo,pi95_hi,esc_normal_t,esc_historico_t,esc_estres_t,modelo_central,delta_central_vs_naive_pct
Sacha inchi,Permanente,2.0,2027.0,9,2,10.0,10.0,8.564121937612677,7.059069037412443,42.87466629042625,4.54521433284639,128.0226900965259,8.539170466714548,8.564121937612677,7.438587106363541,pool_A_full,-14.358780623873225
Sorgo,Transitorio,1.0,2026.0,5,2,617.0,617.0,614.704108965916,408.75756371231586,1014.6566996093786,204.23367479908111,1737.2320042092124,627.7422432492069,614.704108965916,563.8951328660281,pool_A_full,-0.3721055160589959
Sorgo,Transitorio,2.0,2027.0,5,2,617.0,617.0,612.4167610690124,366.61899206097956,1218.7984669149762,121.82069732398953,2239.8975231185605,638.6715137107723,612.4167610690124,515.3609738573671,pool_A_full,-0.7428264069671897
Soya,Transitorio,1.0,2026.0,10,8,3114.6,3114.6,2929.0329962147603,2202.8581610744995,4554.141729572572,1759.3444572744854,7205.26844628104,3058.0895754676226,2929.0329962147603,2449.027770431578,pool_A_full,-5.957972252784938
Soya,Transitorio,2.0,2027.0,10,8,3114.6,3114.6,2754.5220230253703,1942.485751649339,5459.943942043709,1302.5684534621487,7759.061003960464,3002.604460150179,2754.5220230253703,1925.6845246083174,pool_A_full,-11.560970171920292
Stevia,Permanente,,,1,0,,,,,,,,,,,,
Sábila,Permanente,1.0,2026.0,9,4,948.0,948.0,877.3032908760952,704.7064162311787,1211.098106338646,496.28244001017896,1745.47073057098,876.0243521226012,877.3032908760952,817.6238736018744,pool_A_full,-7.457458768344393
Sábila,Permanente,2.0,2027.0,9,4,948.0,948.0,811.878759685682,608.0960087278668,1451.349021182417,363.56240436299134,2038.2024572595042,809.5133602445392,811.878759685682,705.1780576832637,pool_A_full,-14.358780623873212
Tomate,Transitorio,1.0,2026.0,56,50,103957.56,103957.56,102077.54473116448,100527.20769771237,128893.74182103573,94385.37316114694,143185.55701065398,107219.36338580579,102077.54473116448,92313.7478479856,pool_A_full,-1.8084449739254271
Tomate,Transitorio,2.0,2027.0,56,50,103957.56,103957.56,100231.52850396726,99141.65626059282,147131.424339525,89529.23767098699,172648.91756685145,110583.51008678415,100231.52850396726,81974.1059884579,pool_A_full,-3.5841852156137
Tomate de árbol,Permanente,1.0,2026.0,16,16,1572.92,1572.92,1606.9569457934251,1471.3677605646114,2534.625883508734,1337.9519957727387,4172.8818924131465,1634.267166989569,1606.9569457934251,1491.1113840384364,pool_A_full,2.163933689788733
Tomate de árbol,Permanente,2.0,2027.0,16,16,1572.92,1572.92,1641.7304285238488,1510.0489544660993,3111.5835696614868,1368.0782149337224,6116.729924394727,1698.0070016911932,1641.7304285238488,1413.557688635799,pool_A_full,4.374693469715485
Té,Permanente,1.0,2026.0,1,1,270.9,270.9,250.69774419655502,181.55928866151706,325.5463815874305,119.6660182879908,563.4388450139883,250.3322753059205,250.69774419655502,233.6437841337002,pool_A_full,-7.457458768344393
Té,Permanente,2.0,2027.0,1,1,270.9,270.9,232.0020632899274,152.65015207166508,372.84411322636913,83.83755812460508,611.7095208738559,231.3261279432971,232.0020632899274,201.5113247113883,pool_A_full,-14.358780623873225
Uchuva,Permanente,1.0,2026.0,1,1,2.0,2.0,2.0432786737957747,1.945861542143616,4.110316967101866,0.8471057428827192,37.53700192597064,2.078004179474568,2.0432786737957747,1.8959786690212297,pool_A_full,2.163933689788733
Uchuva,Permanente,2.0,2027.0,1,1,2.0,2.0,2.0874938693943097,1.8615526539630152,5.960239708388405,0.6712766526683563,28.695771122066535,2.1590506849568865,2.0874938693943097,1.7973675566917569,pool_A_full,4.374693469715485
Uva,Permanente,1.0,2026.0,16,14,18199.9,18199.9,18593.73376760786,16712.284345920627,20815.559455674,15494.720367035006,25614.05079118968,18909.734133009595,18593.73376760786,17253.31108915974,pool_A_full,2.163933689788733
Uva,Permanente,2.0,2027.0,16,14,18199.9,18199.9,18996.08983679475,16438.7769929808,23409.704491147637,13794.581298484742,26352.388634975323,19647.253280573423,18996.08983679475,16355.954897517153,pool_A_full,4.374693469715485
Yuca,Transitorio,1.0,2026.0,35,34,8980.7,8980.7,9149.637275023533,8653.464054829346,12632.78580802998,7979.414867672112,14627.738280378206,9258.57935433615,9149.637275023533,8606.851152333269,pool_A_full,1.8811147797335614
Yuca,Transitorio,2.0,2027.0,35,34,8980.7,8980.7,9321.752454096015,9111.277377197981,15394.150592069987,8227.19584035109,19527.561854763437,9545.05680632241,9321.752454096015,8248.564895656298,pool_A_full,3.7976154876124824
Zanahoria,Transitorio,1.0,2026.0,4,4,797.3,797.3,782.8812682228926,552.9990400562581,1265.7405965885598,322.36581948567755,2198.8116503655037,822.3163224252565,782.8812682228926,707.9980634327983,pool_A_full,-1.808444973925416
Zanahoria,Transitorio,2.0,2027.0,4,4,797.3,797.3,768.723291275912,521.2634321591478,1547.032280252845,347.0054631427259,2150.32552691579,848.1175644387288,768.723291275912,628.6984294802367,pool_A_full,-3.5841852156137
Zapote,Permanente,1.0,2026.0,5,3,173.0,173.0,176.7436052833345,134.67424633142656,267.84916761730574,95.9059731210639,809.926044011977,179.74736152455012,176.7436052833345,164.00215487033637,pool_A_full,2.163933689788733
Zapote,Permanente,2.0,2027.0,5,3,173.0,173.0,180.5682197026078,119.11068355277904,290.7726482803513,54.28017901853286,488.9914970461958,186.7578842487707,180.5682197026078,155.47229365383697,pool_A_full,4.374693469715485
