codigo_dane_departamento,departamento,codigo_dane_municipio,municipio,desagregacion_cultivo,cultivo,ciclo_del_cultivo,grupo_cultivo,subgrupo,ano,periodo,area_sembrada_ha,area_cosechada_ha,produccion_t,rendimiento_t_ha,nombre_cientifico_del_cultivo,codigo_del_cultivo,estado_fisico_del_cultivo,id_registro
76,Valle del Cauca,76001,Santiago de Cali,Acelga,Acelga,Transitorio,Hortalizas,Hortalizas de hoja,2019,2019A,3.0,3.0,12.0,4.0,Beta vulgaris var. cicla,1050100,En fresco,EVA-2019-2019A-76001-00001
76,Valle del Cauca,76001,Santiago de Cali,Acelga,Acelga,Transitorio,Hortalizas,Hortalizas de hoja,2019,2019B,4.0,4.0,16.0,4.0,Beta vulgaris var. cicla,1050100,En fresco,EVA-2019-2019B-76001-00002
76,Valle del Cauca,76001,Santiago de Cali,Acelga,Acelga,Transitorio,Hortalizas,Hortalizas de hoja,2020,2020A,3.0,3.0,12.0,4.0,Beta vulgaris var. cicla,1050100,En fresco,EVA-2020-2020A-76001-00003
76,Valle del Cauca,76001,Santiago de Cali,Acelga,Acelga,Transitorio,Hortalizas,Hortalizas de hoja,2020,2020B,2.5,2.5,10.0,4.0,Beta vulgaris var. cicla,1050100,En fresco,EVA-2020-2020B-76001-00004
76,Valle del Cauca,76001,Santiago de Cali,Acelga,Acelga,Transitorio,Hortalizas,Hortalizas de hoja,2021,2021A,3.0,3.0,12.0,4.0,Beta vulgaris var. cicla,1050100,En fresco,EVA-2021-2021A-76001-00005
76,Valle del Cauca,76001,Santiago de Cali,Acelga,Acelga,Transitorio,Hortalizas,Hortalizas de hoja,2021,2021B,2.0,2.0,8.0,4.0,Beta vulgaris var. cicla,1050100,En fresco,EVA-2021-2021B-76001-00006
76,Valle del Cauca,76001,Santiago de Cali,Acelga,Acelga,Transitorio,Hortalizas,Hortalizas de hoja,2022,2022A,3.0,3.0,9.0,3.0,Beta vulgaris var. cicla,1050100,En fresco,EVA-2022-2022A-76001-00007
76,Valle del Cauca,76001,Santiago de Cali,Acelga,Acelga,Transitorio,Hortalizas,Hortalizas de hoja,2022,2022B,2.0,2.0,6.0,3.0,Beta vulgaris var. cicla,1050100,En fresco,EVA-2022-2022B-76001-00008
76,Valle del Cauca,76001,Santiago de Cali,Acelga,Acelga,Transitorio,Hortalizas,Hortalizas de hoja,2023,2023A,3.0,3.0,9.0,3.0,Beta vulgaris var. cicla,1050100,En fresco,EVA-2023-2023A-76001-00009
76,Valle del Cauca,76001,Santiago de Cali,Acelga,Acelga,Transitorio,Hortalizas,Hortalizas de hoja,2023,2023B,3.0,3.0,9.0,3.0,Beta vulgaris var. cicla,1050100,En fresco,EVA-2023-2023B-76001-00010
76,Valle del Cauca,76001,Santiago de Cali,Acelga,Acelga,Transitorio,Hortalizas,Hortalizas de hoja,2024,2024A,3.0,3.0,9.0,3.0,Beta vulgaris var. cicla,1050100,En fresco,EVA-2024-2024A-76001-00011
76,Valle del Cauca,76001,Santiago de Cali,Acelga,Acelga,Transitorio,Hortalizas,Hortalizas de hoja,2024,2024B,3.0,3.0,9.0,3.0,Beta vulgaris var. cicla,1050100,En fresco,EVA-2024-2024B-76001-00012
76,Valle del Cauca,76001,Santiago de Cali,Acelga,Acelga,Transitorio,Hortalizas,Hortalizas de hoja,2025,2025A,4.0,4.0,12.0,3.0,Beta vulgaris var. cicla,1050100,En fresco,EVA-2025-2025A-76001-00013
76,Valle del Cauca,76001,Santiago de Cali,Acelga,Acelga,Transitorio,Hortalizas,Hortalizas de hoja,2025,2025B,4.0,4.0,12.0,3.0,Beta vulgaris var. cicla,1050100,En fresco,EVA-2025-2025B-76001-00014
76,Valle del Cauca,76001,Santiago de Cali,Aguacate demás variedades,Aguacate,Permanente,Frutales,Demás frutales,2019,2019,12.0,5.0,30.0,6.0,Persea americana,2040299,En fresco,EVA-2019-2019-76001-00015
76,Valle del Cauca,76001,Santiago de Cali,Aguacate demás variedades,Aguacate,Permanente,Frutales,Demás frutales,2020,2020,12.0,12.0,72.0,6.0,Persea americana,2040299,En fresco,EVA-2020-2020-76001-00016
76,Valle del Cauca,76001,Santiago de Cali,Aguacate demás variedades,Aguacate,Permanente,Frutales,Demás frutales,2021,2021,12.0,12.0,72.0,6.0,Persea americana,2040299,En fresco,EVA-2021-2021-76001-00017
76,Valle del Cauca,76001,Santiago de Cali,Aguacate demás variedades,Aguacate,Permanente,Frutales,Demás frutales,2022,2022,12.0,12.0,72.0,6.0,Persea americana,2040299,En fresco,EVA-2022-2022-76001-00018
76,Valle del Cauca,76001,Santiago de Cali,Aguacate demás variedades,Aguacate,Permanente,Frutales,Demás frutales,2023,2023,12.0,12.0,72.0,6.0,Persea americana,2040299,En fresco,EVA-2023-2023-76001-00019
76,Valle del Cauca,76001,Santiago de Cali,Aguacate demás variedades,Aguacate,Permanente,Frutales,Demás frutales,2024,2024,12.0,12.0,72.0,6.0,Persea americana,2040299,En fresco,EVA-2024-2024-76001-00020
76,Valle del Cauca,76001,Santiago de Cali,Aguacate demás variedades,Aguacate,Permanente,Frutales,Demás frutales,2025,2025,12.0,12.0,72.0,6.0,Persea americana,2040299,En fresco,EVA-2025-2025-76001-00021
76,Valle del Cauca,76001,Santiago de Cali,Ahuyama,Ahuyama,Transitorio,Hortalizas,Hortalizas de fruto,2019,2019A,6.0,6.0,36.0,6.0,Cucurbita maxima,1050200,En fresco,EVA-2019-2019A-76001-00022
76,Valle del Cauca,76001,Santiago de Cali,Ahuyama,Ahuyama,Transitorio,Hortalizas,Hortalizas de fruto,2019,2019B,4.0,4.0,24.0,6.0,Cucurbita maxima,1050200,En fresco,EVA-2019-2019B-76001-00023
76,Valle del Cauca,76001,Santiago de Cali,Ahuyama,Ahuyama,Transitorio,Hortalizas,Hortalizas de fruto,2020,2020A,2.0,2.0,12.0,6.0,Cucurbita maxima,1050200,En fresco,EVA-2020-2020A-76001-00024
76,Valle del Cauca,76001,Santiago de Cali,Ahuyama,Ahuyama,Transitorio,Hortalizas,Hortalizas de fruto,2020,2020B,2.0,2.0,12.0,6.0,Cucurbita maxima,1050200,En fresco,EVA-2020-2020B-76001-00025
76,Valle del Cauca,76001,Santiago de Cali,Ahuyama,Ahuyama,Transitorio,Hortalizas,Hortalizas de fruto,2021,2021A,3.0,3.0,18.0,6.0,Cucurbita maxima,1050200,En fresco,EVA-2021-2021A-76001-00026
76,Valle del Cauca,76001,Santiago de Cali,Ahuyama,Ahuyama,Transitorio,Hortalizas,Hortalizas de fruto,2021,2021B,3.0,3.0,18.0,6.0,Cucurbita maxima,1050200,En fresco,EVA-2021-2021B-76001-00027
76,Valle del Cauca,76001,Santiago de Cali,Ahuyama,Ahuyama,Transitorio,Hortalizas,Hortalizas de fruto,2022,2022A,3.0,3.0,18.0,6.0,Cucurbita maxima,1050200,En fresco,EVA-2022-2022A-76001-00028
76,Valle del Cauca,76001,Santiago de Cali,Ahuyama,Ahuyama,Transitorio,Hortalizas,Hortalizas de fruto,2022,2022B,2.0,2.0,12.0,6.0,Cucurbita maxima,1050200,En fresco,EVA-2022-2022B-76001-00029
76,Valle del Cauca,76001,Santiago de Cali,Ahuyama,Ahuyama,Transitorio,Hortalizas,Hortalizas de fruto,2023,2023A,4.0,4.0,24.0,6.0,Cucurbita maxima,1050200,En fresco,EVA-2023-2023A-76001-00030
76,Valle del Cauca,76001,Santiago de Cali,Ahuyama,Ahuyama,Transitorio,Hortalizas,Hortalizas de fruto,2023,2023B,4.0,4.0,24.0,6.0,Cucurbita maxima,1050200,En fresco,EVA-2023-2023B-76001-00031
76,Valle del Cauca,76001,Santiago de Cali,Ahuyama,Ahuyama,Transitorio,Hortalizas,Hortalizas de fruto,2024,2024A,4.0,4.0,24.0,6.0,Cucurbita maxima,1050200,En fresco,EVA-2024-2024A-76001-00032
76,Valle del Cauca,76001,Santiago de Cali,Ahuyama,Ahuyama,Transitorio,Hortalizas,Hortalizas de fruto,2024,2024B,4.0,4.0,24.0,6.0,Cucurbita maxima,1050200,En fresco,EVA-2024-2024B-76001-00033
76,Valle del Cauca,76001,Santiago de Cali,Ahuyama,Ahuyama,Transitorio,Hortalizas,Hortalizas de fruto,2025,2025A,4.0,4.0,24.0,6.0,Cucurbita maxima,1050200,En fresco,EVA-2025-2025A-76001-00034
76,Valle del Cauca,76001,Santiago de Cali,Ahuyama,Ahuyama,Transitorio,Hortalizas,Hortalizas de fruto,2025,2025B,4.0,4.0,24.0,6.0,Cucurbita maxima,1050200,En fresco,EVA-2025-2025B-76001-00035
76,Valle del Cauca,76001,Santiago de Cali,Ají,Ají,Transitorio,Hortalizas,Hortalizas de fruto,2020,2020A,2.0,2.0,4.0,2.0,Capsicum L.,1050300,En fresco,EVA-2020-2020A-76001-00036
76,Valle del Cauca,76001,Santiago de Cali,Ají,Ají,Transitorio,Hortalizas,Hortalizas de fruto,2020,2020B,2.0,2.0,4.0,2.0,Capsicum L.,1050300,En fresco,EVA-2020-2020B-76001-00037
76,Valle del Cauca,76001,Santiago de Cali,Ají,Ají,Transitorio,Hortalizas,Hortalizas de fruto,2021,2021A,2.0,2.0,8.0,4.0,Capsicum L.,1050300,En fresco,EVA-2021-2021A-76001-00038
76,Valle del Cauca,76001,Santiago de Cali,Ají,Ají,Transitorio,Hortalizas,Hortalizas de fruto,2021,2021B,2.0,2.0,8.0,4.0,Capsicum L.,1050300,En fresco,EVA-2021-2021B-76001-00039
76,Valle del Cauca,76001,Santiago de Cali,Ají,Ají,Transitorio,Hortalizas,Hortalizas de fruto,2022,2022A,3.0,3.0,12.0,4.0,Capsicum L.,1050300,En fresco,EVA-2022-2022A-76001-00040
76,Valle del Cauca,76001,Santiago de Cali,Ají,Ají,Transitorio,Hortalizas,Hortalizas de fruto,2022,2022B,2.0,2.0,8.0,4.0,Capsicum L.,1050300,En fresco,EVA-2022-2022B-76001-00041
76,Valle del Cauca,76001,Santiago de Cali,Ají,Ají,Transitorio,Hortalizas,Hortalizas de fruto,2023,2023A,4.0,4.0,16.0,4.0,Capsicum L.,1050300,En fresco,EVA-2023-2023A-76001-00042
76,Valle del Cauca,76001,Santiago de Cali,Ají,Ají,Transitorio,Hortalizas,Hortalizas de fruto,2023,2023B,4.0,4.0,16.0,4.0,Capsicum L.,1050300,En fresco,EVA-2023-2023B-76001-00043
76,Valle del Cauca,76001,Santiago de Cali,Ají,Ají,Transitorio,Hortalizas,Hortalizas de fruto,2024,2024A,4.0,4.0,16.0,4.0,Capsicum L.,1050300,En fresco,EVA-2024-2024A-76001-00044
76,Valle del Cauca,76001,Santiago de Cali,Ají,Ají,Transitorio,Hortalizas,Hortalizas de fruto,2024,2024B,4.0,4.0,16.0,4.0,Capsicum L.,1050300,En fresco,EVA-2024-2024B-76001-00045
76,Valle del Cauca,76001,Santiago de Cali,Ají,Ají,Transitorio,Hortalizas,Hortalizas de fruto,2025,2025A,3.5,3.5,14.0,4.0,Capsicum L.,1050300,En fresco,EVA-2025-2025A-76001-00046
76,Valle del Cauca,76001,Santiago de Cali,Ají,Ají,Transitorio,Hortalizas,Hortalizas de fruto,2025,2025B,3.5,3.5,14.0,4.0,Capsicum L.,1050300,En fresco,EVA-2025-2025B-76001-00047
76,Valle del Cauca,76001,Santiago de Cali,Arveja,Arveja,Transitorio,Leguminosas,Leguminosas,2019,2019A,7.0,7.0,7.0,1.0,Pisum sativum,1060100,Grano,EVA-2019-2019A-76001-00048
76,Valle del Cauca,76001,Santiago de Cali,Arveja,Arveja,Transitorio,Leguminosas,Leguminosas,2019,2019B,5.0,5.0,5.0,1.0,Pisum sativum,1060100,Grano,EVA-2019-2019B-76001-00049
76,Valle del Cauca,76001,Santiago de Cali,Arveja,Arveja,Transitorio,Leguminosas,Leguminosas,2020,2020A,7.0,7.0,9.81,1.4,Pisum sativum,1060100,Grano,EVA-2020-2020A-76001-00050
76,Valle del Cauca,76001,Santiago de Cali,Arveja,Arveja,Transitorio,Leguminosas,Leguminosas,2020,2020B,6.0,6.0,8.41,1.4,Pisum sativum,1060100,Grano,EVA-2020-2020B-76001-00051
76,Valle del Cauca,76001,Santiago de Cali,Arveja,Arveja,Transitorio,Leguminosas,Leguminosas,2021,2021A,8.0,8.0,8.0,1.0,Pisum sativum,1060100,Grano,EVA-2021-2021A-76001-00052
76,Valle del Cauca,76001,Santiago de Cali,Arveja,Arveja,Transitorio,Leguminosas,Leguminosas,2021,2021B,8.0,8.0,8.0,1.0,Pisum sativum,1060100,Grano,EVA-2021-2021B-76001-00053
76,Valle del Cauca,76001,Santiago de Cali,Arveja,Arveja,Transitorio,Leguminosas,Leguminosas,2022,2022A,7.0,7.0,7.0,1.0,Pisum sativum,1060100,Grano,EVA-2022-2022A-76001-00054
76,Valle del Cauca,76001,Santiago de Cali,Arveja,Arveja,Transitorio,Leguminosas,Leguminosas,2022,2022B,9.0,9.0,9.0,1.0,Pisum sativum,1060100,Grano,EVA-2022-2022B-76001-00055
76,Valle del Cauca,76001,Santiago de Cali,Arveja,Arveja,Transitorio,Leguminosas,Leguminosas,2023,2023A,8.0,8.0,8.0,1.0,Pisum sativum,1060100,Grano,EVA-2023-2023A-76001-00056
76,Valle del Cauca,76001,Santiago de Cali,Arveja,Arveja,Transitorio,Leguminosas,Leguminosas,2023,2023B,8.0,8.0,8.0,1.0,Pisum sativum,1060100,Grano,EVA-2023-2023B-76001-00057
76,Valle del Cauca,76001,Santiago de Cali,Arveja,Arveja,Transitorio,Leguminosas,Leguminosas,2024,2024A,8.0,8.0,8.0,1.0,Pisum sativum,1060100,Grano,EVA-2024-2024A-76001-00058
76,Valle del Cauca,76001,Santiago de Cali,Arveja,Arveja,Transitorio,Leguminosas,Leguminosas,2024,2024B,8.0,8.0,8.0,1.0,Pisum sativum,1060100,Grano,EVA-2024-2024B-76001-00059
76,Valle del Cauca,76001,Santiago de Cali,Arveja,Arveja,Transitorio,Leguminosas,Leguminosas,2025,2025A,8.0,8.0,8.0,1.0,Pisum sativum,1060100,Grano,EVA-2025-2025A-76001-00060
76,Valle del Cauca,76001,Santiago de Cali,Arveja,Arveja,Transitorio,Leguminosas,Leguminosas,2025,2025B,8.6,8.6,8.6,1.0,Pisum sativum,1060100,Grano,EVA-2025-2025B-76001-00061
76,Valle del Cauca,76001,Santiago de Cali,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,646.0,576.0,726.0,1.26,Coffea arabica,2030300,Pergamino o seco de trilla,EVA-2019-2019-76001-00062
76,Valle del Cauca,76001,Santiago de Cali,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,646.0,576.0,672.0,1.17,Coffea arabica,2030300,Pergamino o seco de trilla,EVA-2020-2020-76001-00063
76,Valle del Cauca,76001,Santiago de Cali,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,657.13,586.79,533.98,0.91,Coffea arabica,2030300,Pergamino o seco de trilla,EVA-2021-2021-76001-00064
76,Valle del Cauca,76001,Santiago de Cali,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,663.64,602.73,496.16,0.82,Coffea arabica,2030300,Pergamino o seco de trilla,EVA-2022-2022-76001-00065
76,Valle del Cauca,76001,Santiago de Cali,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,645.11,596.64,576.41,0.97,Coffea arabica,2030300,Pergamino o seco de trilla,EVA-2023-2023-76001-00066
76,Valle del Cauca,76001,Santiago de Cali,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2024,2024,635.34,583.06,699.67,1.2,Coffea arabica,2030300,Pergamino o seco de trilla,EVA-2024-2024-76001-00067
76,Valle del Cauca,76001,Santiago de Cali,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2025,2025,630.18,567.83,682.42,1.2,Coffea arabica,2030300,Pergamino o seco de trilla,EVA-2025-2025-76001-00068
76,Valle del Cauca,76001,Santiago de Cali,Caña de azúcar,Caña,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,4650.0,4650.0,465000.0,100.0,Saccharum officinarum,2030401,Caña o verde,EVA-2019-2019-76001-00069
76,Valle del Cauca,76001,Santiago de Cali,Caña de azúcar,Caña,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,4650.0,4650.0,465000.0,100.0,Saccharum officinarum,2030401,Caña o verde,EVA-2020-2020-76001-00070
76,Valle del Cauca,76001,Santiago de Cali,Caña de azúcar,Caña,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,4650.0,4650.0,464953.5,99.99,Saccharum officinarum,2030401,Caña o verde,EVA-2021-2021-76001-00071
76,Valle del Cauca,76001,Santiago de Cali,Caña de azúcar,Caña,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,4650.0,4650.0,465000.0,100.0,Saccharum officinarum,2030401,Caña o verde,EVA-2022-2022-76001-00072
76,Valle del Cauca,76001,Santiago de Cali,Caña de azúcar,Caña,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,4650.0,4650.0,465000.0,100.0,Saccharum officinarum,2030401,Caña o verde,EVA-2023-2023-76001-00073
76,Valle del Cauca,76001,Santiago de Cali,Caña de azúcar,Caña,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2024,2024,4650.0,4650.0,465000.0,100.0,Saccharum officinarum,2030401,Caña o verde,EVA-2024-2024-76001-00074
76,Valle del Cauca,76001,Santiago de Cali,Caña de azúcar,Caña,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2025,2025,4650.0,4650.0,465000.0,100.0,Saccharum officinarum,2030401,Caña o verde,EVA-2025-2025-76001-00075
76,Valle del Cauca,76001,Santiago de Cali,Cebolla de rama,Cebolla de rama,Transitorio,Hortalizas,Hortalizas de tallo,2019,2019A,1.0,1.0,7.0,7.0,Allium fistulosum,1051200,En fresco,EVA-2019-2019A-76001-00076
76,Valle del Cauca,76001,Santiago de Cali,Cebolla de rama,Cebolla de rama,Transitorio,Hortalizas,Hortalizas de tallo,2020,2020A,1.0,1.0,7.0,7.0,Allium fistulosum,1051200,En fresco,EVA-2020-2020A-76001-00077
76,Valle del Cauca,76001,Santiago de Cali,Cebolla de rama,Cebolla de rama,Transitorio,Hortalizas,Hortalizas de tallo,2020,2020B,1.0,1.0,7.0,7.0,Allium fistulosum,1051200,En fresco,EVA-2020-2020B-76001-00078
76,Valle del Cauca,76001,Santiago de Cali,Cebolla de rama,Cebolla de rama,Transitorio,Hortalizas,Hortalizas de tallo,2021,2021A,1.0,1.0,7.0,7.0,Allium fistulosum,1051200,En fresco,EVA-2021-2021A-76001-00079
76,Valle del Cauca,76001,Santiago de Cali,Cebolla de rama,Cebolla de rama,Transitorio,Hortalizas,Hortalizas de tallo,2021,2021B,1.0,1.0,7.0,7.0,Allium fistulosum,1051200,En fresco,EVA-2021-2021B-76001-00080
76,Valle del Cauca,76001,Santiago de Cali,Cebolla de rama,Cebolla de rama,Transitorio,Hortalizas,Hortalizas de tallo,2022,2022A,1.0,1.0,7.0,7.0,Allium fistulosum,1051200,En fresco,EVA-2022-2022A-76001-00081
76,Valle del Cauca,76001,Santiago de Cali,Cebolla de rama,Cebolla de rama,Transitorio,Hortalizas,Hortalizas de tallo,2022,2022B,1.0,1.0,7.0,7.0,Allium fistulosum,1051200,En fresco,EVA-2022-2022B-76001-00082
76,Valle del Cauca,76001,Santiago de Cali,Cebolla de rama,Cebolla de rama,Transitorio,Hortalizas,Hortalizas de tallo,2023,2023A,2.0,2.0,14.0,7.0,Allium fistulosum,1051200,En fresco,EVA-2023-2023A-76001-00083
76,Valle del Cauca,76001,Santiago de Cali,Cebolla de rama,Cebolla de rama,Transitorio,Hortalizas,Hortalizas de tallo,2023,2023B,2.0,2.0,14.0,7.0,Allium fistulosum,1051200,En fresco,EVA-2023-2023B-76001-00084
76,Valle del Cauca,76001,Santiago de Cali,Cebolla de rama,Cebolla de rama,Transitorio,Hortalizas,Hortalizas de tallo,2024,2024A,3.0,3.0,21.0,7.0,Allium fistulosum,1051200,En fresco,EVA-2024-2024A-76001-00085
76,Valle del Cauca,76001,Santiago de Cali,Cebolla de rama,Cebolla de rama,Transitorio,Hortalizas,Hortalizas de tallo,2024,2024B,3.0,3.0,21.0,7.0,Allium fistulosum,1051200,En fresco,EVA-2024-2024B-76001-00086
76,Valle del Cauca,76001,Santiago de Cali,Cebolla de rama,Cebolla de rama,Transitorio,Hortalizas,Hortalizas de tallo,2025,2025A,3.5,3.5,24.5,7.0,Allium fistulosum,1051200,En fresco,EVA-2025-2025A-76001-00087
76,Valle del Cauca,76001,Santiago de Cali,Cebolla de rama,Cebolla de rama,Transitorio,Hortalizas,Hortalizas de tallo,2025,2025B,3.5,3.5,24.5,7.0,Allium fistulosum,1051200,En fresco,EVA-2025-2025B-76001-00088
76,Valle del Cauca,76001,Santiago de Cali,Cilantro,Cilantro,Transitorio,Hortalizas,Hortalizas de hoja,2019,2019A,15.0,15.0,60.0,4.0,Coriandrum sativum,1051300,En fresco,EVA-2019-2019A-76001-00089
76,Valle del Cauca,76001,Santiago de Cali,Cilantro,Cilantro,Transitorio,Hortalizas,Hortalizas de hoja,2019,2019B,15.0,15.0,60.0,4.0,Coriandrum sativum,1051300,En fresco,EVA-2019-2019B-76001-00090
76,Valle del Cauca,76001,Santiago de Cali,Cilantro,Cilantro,Transitorio,Hortalizas,Hortalizas de hoja,2020,2020A,10.0,10.0,40.0,4.0,Coriandrum sativum,1051300,En fresco,EVA-2020-2020A-76001-00091
76,Valle del Cauca,76001,Santiago de Cali,Cilantro,Cilantro,Transitorio,Hortalizas,Hortalizas de hoja,2020,2020B,9.0,9.0,36.0,4.0,Coriandrum sativum,1051300,En fresco,EVA-2020-2020B-76001-00092
76,Valle del Cauca,76001,Santiago de Cali,Cilantro,Cilantro,Transitorio,Hortalizas,Hortalizas de hoja,2021,2021A,8.0,8.0,32.0,4.0,Coriandrum sativum,1051300,En fresco,EVA-2021-2021A-76001-00093
76,Valle del Cauca,76001,Santiago de Cali,Cilantro,Cilantro,Transitorio,Hortalizas,Hortalizas de hoja,2021,2021B,8.0,8.0,32.0,4.0,Coriandrum sativum,1051300,En fresco,EVA-2021-2021B-76001-00094
76,Valle del Cauca,76001,Santiago de Cali,Cilantro,Cilantro,Transitorio,Hortalizas,Hortalizas de hoja,2022,2022A,9.0,9.0,36.0,4.0,Coriandrum sativum,1051300,En fresco,EVA-2022-2022A-76001-00095
76,Valle del Cauca,76001,Santiago de Cali,Cilantro,Cilantro,Transitorio,Hortalizas,Hortalizas de hoja,2022,2022B,7.0,7.0,28.0,4.0,Coriandrum sativum,1051300,En fresco,EVA-2022-2022B-76001-00096
76,Valle del Cauca,76001,Santiago de Cali,Cilantro,Cilantro,Transitorio,Hortalizas,Hortalizas de hoja,2023,2023A,11.0,11.0,44.0,4.0,Coriandrum sativum,1051300,En fresco,EVA-2023-2023A-76001-00097
76,Valle del Cauca,76001,Santiago de Cali,Cilantro,Cilantro,Transitorio,Hortalizas,Hortalizas de hoja,2023,2023B,11.0,11.0,44.0,4.0,Coriandrum sativum,1051300,En fresco,EVA-2023-2023B-76001-00098
76,Valle del Cauca,76001,Santiago de Cali,Cilantro,Cilantro,Transitorio,Hortalizas,Hortalizas de hoja,2024,2024A,12.0,12.0,48.0,4.0,Coriandrum sativum,1051300,En fresco,EVA-2024-2024A-76001-00099
76,Valle del Cauca,76001,Santiago de Cali,Cilantro,Cilantro,Transitorio,Hortalizas,Hortalizas de hoja,2024,2024B,12.0,12.0,48.0,4.0,Coriandrum sativum,1051300,En fresco,EVA-2024-2024B-76001-00100
76,Valle del Cauca,76001,Santiago de Cali,Cilantro,Cilantro,Transitorio,Hortalizas,Hortalizas de hoja,2025,2025A,12.0,12.0,48.0,4.0,Coriandrum sativum,1051300,En fresco,EVA-2025-2025A-76001-00101
76,Valle del Cauca,76001,Santiago de Cali,Cilantro,Cilantro,Transitorio,Hortalizas,Hortalizas de hoja,2025,2025B,14.0,14.0,56.0,4.0,Coriandrum sativum,1051300,En fresco,EVA-2025-2025B-76001-00102
76,Valle del Cauca,76001,Santiago de Cali,Espinaca,Espinaca,Transitorio,Hortalizas,Hortalizas de hoja,2025,2025A,8.0,8.0,80.0,10.0,Spinacia oleracea,1051700,En fresco,EVA-2025-2025A-76001-00103
76,Valle del Cauca,76001,Santiago de Cali,Espinaca,Espinaca,Transitorio,Hortalizas,Hortalizas de hoja,2025,2025B,8.0,8.0,80.0,10.0,Spinacia oleracea,1051700,En fresco,EVA-2025-2025B-76001-00104
76,Valle del Cauca,76001,Santiago de Cali,Frijol,Frijol,Transitorio,Leguminosas,Leguminosas,2019,2019A,20.0,20.0,20.0,1.0,Phaseolus vulgaris,1060200,Grano seco,EVA-2019-2019A-76001-00105
76,Valle del Cauca,76001,Santiago de Cali,Frijol,Frijol,Transitorio,Leguminosas,Leguminosas,2019,2019B,20.0,20.0,20.0,1.0,Phaseolus vulgaris,1060200,Grano seco,EVA-2019-2019B-76001-00106
76,Valle del Cauca,76001,Santiago de Cali,Frijol,Frijol,Transitorio,Leguminosas,Leguminosas,2020,2020A,18.0,18.0,18.0,1.0,Phaseolus vulgaris,1060200,Grano seco,EVA-2020-2020A-76001-00107
76,Valle del Cauca,76001,Santiago de Cali,Frijol,Frijol,Transitorio,Leguminosas,Leguminosas,2020,2020B,17.0,17.0,17.0,1.0,Phaseolus vulgaris,1060200,Grano seco,EVA-2020-2020B-76001-00108
76,Valle del Cauca,76001,Santiago de Cali,Frijol,Frijol,Transitorio,Leguminosas,Leguminosas,2021,2021A,19.0,19.0,19.0,1.0,Phaseolus vulgaris,1060200,Grano seco,EVA-2021-2021A-76001-00109
76,Valle del Cauca,76001,Santiago de Cali,Frijol,Frijol,Transitorio,Leguminosas,Leguminosas,2021,2021B,20.0,20.0,20.0,1.0,Phaseolus vulgaris,1060200,Grano seco,EVA-2021-2021B-76001-00110
76,Valle del Cauca,76001,Santiago de Cali,Frijol,Frijol,Transitorio,Leguminosas,Leguminosas,2022,2022A,20.0,20.0,13.99,0.7,Phaseolus vulgaris,1060200,Grano seco,EVA-2022-2022A-76001-00111
76,Valle del Cauca,76001,Santiago de Cali,Frijol,Frijol,Transitorio,Leguminosas,Leguminosas,2022,2022B,22.0,22.0,22.0,1.0,Phaseolus vulgaris,1060200,Grano seco,EVA-2022-2022B-76001-00112
76,Valle del Cauca,76001,Santiago de Cali,Frijol,Frijol,Transitorio,Leguminosas,Leguminosas,2023,2023A,20.0,20.0,41.96,2.1,Phaseolus vulgaris,1060200,Grano seco,EVA-2023-2023A-76001-00113
76,Valle del Cauca,76001,Santiago de Cali,Frijol,Frijol,Transitorio,Leguminosas,Leguminosas,2023,2023B,20.0,20.0,41.96,2.1,Phaseolus vulgaris,1060200,Grano seco,EVA-2023-2023B-76001-00114
76,Valle del Cauca,76001,Santiago de Cali,Frijol,Frijol,Transitorio,Leguminosas,Leguminosas,2024,2024A,20.0,20.0,41.96,2.1,Phaseolus vulgaris,1060200,Grano seco,EVA-2024-2024A-76001-00115
76,Valle del Cauca,76001,Santiago de Cali,Frijol,Frijol,Transitorio,Leguminosas,Leguminosas,2024,2024B,20.0,20.0,41.96,2.1,Phaseolus vulgaris,1060200,Grano seco,EVA-2024-2024B-76001-00116
76,Valle del Cauca,76001,Santiago de Cali,Frijol,Frijol,Transitorio,Leguminosas,Leguminosas,2025,2025A,20.0,20.0,41.96,2.1,Phaseolus vulgaris,1060200,Grano seco,EVA-2025-2025A-76001-00117
