contexto,produccion_total_cana,produccion_total_ex_cana,HHI_Con_Cana,HHI_Sin_Cana,Gini_Con_Cana,Gini_Sin_Cana,n_cultivos_activos_ex_cana
Analisis Ex-Cana,149188151.27,6906839.93,9103.366034225333,1106.769330911176,0.9785090499883464,0.8237790746000314,74
