precision,recall,f1-score,support
0.9047058823529411,0.6435146443514644,0.7520782396088019,1195.0
0.3698224852071006,0.7552870090634441,0.49652432969215493,331.0
0.6677588466579292,0.6677588466579292,0.6677588466579292,0.6677588466579292
0.6372641837800208,0.6994008267074543,0.6243012846504784,1526.0
0.7886859580703244,0.6677588466579292,0.6966468214027665,1526.0
0.7490386681667067,0.7490386681667067,0.7490386681667067,0.7490386681667067
