grupo_analisis,variable,hhi,gini,n_entidades,top1_share,top3_share,lorenz_x,lorenz_y
cultivo,produccion_t,9103.366034225333,0.9785090499883464,78,95.40005124776869,97.08456220470963,"[0.01282051282051282, 0.02564102564102564, 0.038461538461538464, 0.05128205128205128, 0.0641025641025641, 0.07692307692307693, 0.08974358974358974, 0.10256410256410256, 0.11538461538461539, 0.1282051282051282, 0.14102564102564102, 0.15384615384615385, 0.16666666666666666, 0.1794871794871795, 0.19230769230769232, 0.20512820512820512, 0.21794871794871795, 0.23076923076923078, 0.24358974358974358, 0.2564102564102564, 0.2692307692307692, 0.28205128205128205, 0.2948717948717949, 0.3076923076923077, 0.32051282051282054, 0.3333333333333333, 0.34615384615384615, 0.358974358974359, 0.3717948717948718, 0.38461538461538464, 0.3974358974358974, 0.41025641025641024, 0.4230769230769231, 0.4358974358974359, 0.44871794871794873, 0.46153846153846156, 0.47435897435897434, 0.48717948717948717, 0.5, 0.5128205128205128, 0.5256410256410257, 0.5384615384615384, 0.5512820512820513, 0.5641025641025641, 0.5769230769230769, 0.5897435897435898, 0.6025641025641025, 0.6153846153846154, 0.6282051282051282, 0.6410256410256411, 0.6538461538461539, 0.6666666666666666, 0.6794871794871795, 0.6923076923076923, 0.7051282051282052, 0.717948717948718, 0.7307692307692307, 0.7435897435897436, 0.7564102564102564, 0.7692307692307693, 0.782051282051282, 0.7948717948717948, 0.8076923076923077, 0.8205128205128205, 0.8333333333333334, 0.8461538461538461, 0.8589743589743589, 0.8717948717948718, 0.8846153846153846, 0.8974358974358975, 0.9102564102564102, 0.9230769230769231, 0.9358974358974359, 0.9487179487179487, 0.9615384615384616, 0.9743589743589743, 0.9871794871794872, 1.0]","[7.239181675933239e-09, 2.5176976979130644e-08, 5.458214856544353e-08, 1.1320030107410648e-07, 2.028892775900935e-07, 3.012268339844078e-07, 4.293539432929607e-07, 8.515327684646426e-07, 1.2999776510445776e-06, 1.8124860882787892e-06, 2.4832315055090635e-06, 3.4441848253232103e-06, 4.405138145137357e-06, 5.850411938137833e-06, 7.471219870891027e-06, 1.0351837605920568e-05, 1.4672796240242205e-05, 2.0922067869657564e-05, 2.752112650748527e-05, 3.413799481350687e-05, 4.099587021213785e-05, 4.890464416131759e-05, 6.0327304083284384e-05, 7.223319539800839e-05, 8.416721061322561e-05, 9.810744010599616e-05, 0.00011223947588140162, 0.00013465710743446326, 0.00016669042228691317, 0.00020211116165526263, 0.00023863206444768996, 0.0002754317718299727, 0.0003130044059991593, 0.0003537331952519435, 0.0004021165542690392, 0.0004568460490101876, 0.0005162501972709038, 0.0005860797921618384, 0.0006757954831801162, 0.0007780553947716934, 0.0008807108347497059, 0.0009949335901560947, 0.0011198076162228581, 0.001247217213719283, 0.0013788273944308344, 0.001518544882047439, 0.0016837428797651262, 0.0018638255318982973, 0.0020504727124133373, 0.0022404339006106434, 0.0024349842174820535, 0.0026416561917202634, 0.0028990099331259005, 0.0031583718107157308, 0.003471076591469772, 0.0038024997819404733, 0.0041606269042154895, 0.0045231796649731325, 0.004910130261758201, 0.005343892033865594, 0.0057815706517045495, 0.006314495118790204, 0.006867890454130087, 0.00745047179963581, 0.00804170172501986, 0.008701060614172992, 0.009398106106559041, 0.010150273034513614, 0.011745893227610495, 0.013459076642044102, 0.015878739355731485, 0.018972699490436947, 0.02209565760877534, 0.02547233732122469, 0.029154377952903845, 0.03458653508671968, 0.045999487522313275, 1.0]"
